PassengerId,Survived_pred,Prob_survived
1215,0,0.15129571986570975
1216,1,0.8674992242207995
1217,0,0.1420436581512102
1218,1,0.798936078180455
1219,0,0.18135455993541427
1220,0,0.13520808496086104
1221,0,0.14873266937696988
1222,1,0.7880752712213382
1223,0,0.15409793259001836
1224,0,0.1529154249285059
1225,1,0.7792736949766502
1226,0,0.14290066324288717
1227,0,0.15224830460199734
1228,0,0.14358791353326147
1229,0,0.11607193957809378
1230,0,0.15829999687025498
1231,0,0.15291883623545377
1232,0,0.15911536933371487
1233,0,0.1472712470081759
1234,0,0.42523400765068425
1235,1,0.7317418780960505
1236,0,0.07794188241548768
1237,1,0.5677482573529802
1238,0,0.14068582943023702
1239,1,0.6088179337177803
1240,0,0.14272759856157555
1241,1,0.8778214443235922
1242,1,0.882017963708027
1243,0,0.13948116833081695
1244,0,0.24039750485457245
1245,0,0.1410473324205361
1246,1,0.7890327335430493
1247,0,0.15366723997592013
1248,1,0.8024083149144087
1249,0,0.14354834264210065
1250,0,0.15096910450081805
1251,0,0.4376573092656402
1252,0,0.17988804693675858
1253,1,0.9099821807983524
1254,1,0.8778214443235922
1255,0,0.14391482955869442
1256,1,0.8924489072417727
1257,0,0.41961160230773226
1258,0,0.14795509760003395
1259,1,0.6484284789599151
1260,1,0.879683825092097
1261,0,0.1289096433735474
1262,0,0.15421620745668016
1263,1,0.8556915484027706
1264,0,0.15716199356933322
1265,0,0.15372539696795384
1266,1,0.9075848580975441
1267,1,0.8426257730080747
1268,0,0.30081592676647695
1269,0,0.14754870736018935
1270,0,0.15519194431729832
1271,0,0.12891167011983576
1272,0,0.15096910450081805
1273,0,0.1500688110302243
1274,1,0.5425044926307997
1275,0,0.48028232108437613
1276,0,0.14051297249449082
1277,1,0.8570192642057906
1278,0,0.14236939700700332
1279,0,0.145110980681885
1280,0,0.15249364830094425
1281,0,0.1282357886095608
1282,0,0.16775725951535245
1283,1,0.9042947982274427
1284,1,0.528069457197622
1285,0,0.1516697497025033
1286,0,0.05304327558858609
1287,1,0.8914849080821872
1288,0,0.14968347893462186
1289,1,0.9149146157120401
1290,0,0.14397996859044165
1291,0,0.15342825648242345
1292,1,0.8708538471839078
1293,0,0.13791170444262255
1294,1,0.8979441672143231
1295,0,0.20416453634420706
1296,0,0.2218185964436071
1297,0,0.15182748726092352
1298,0,0.14349019041680922
1299,0,0.37551825673101946
1300,1,0.8568771070212483
1301,1,0.810023286221855
1302,1,0.8569145480325014
1303,1,0.8733466603602015
1304,1,0.5155050494783887
1305,0,0.14377362672987243
1306,1,0.8811479282066744
1307,0,0.1531347398969674
1308,0,0.14377362672987243
1309,0,0.11707452789796448
